Region,Diagnosis,Total_Cases,Year,Month,Avg_Temperature,High_Risk,Humidity,Migratory_Bird_Activity,Migration_Level,Biosecurity_Score,Total_Cases_Percent,Biosecurity_Score_Percent,Vaccine_Rate,Poultry_Population_000s
England South,Newcastle Disease,3,2019,6,16.8,0,94.0,Low,1,67,2.013422818791946,40.0,60.2,266
England South,Salmonella,33,2019,6,16.8,1,94.0,Low,1,65,22.14765100671141,33.33333333333333,56.2,268
England South,Infectious Bronchitis,35,2019,6,16.8,1,94.0,Low,1,55,23.48993288590604,0.0,51.9,402
England South,Infectious Bursal Disease,10,2019,6,16.8,1,94.0,Low,1,61,6.7114093959731544,20.0,49.2,365
England South,Marek's Disease,7,2019,6,16.8,0,94.0,Low,1,70,4.697986577181208,50.0,53.4,298
England South,All diseases,97,2019,6,16.8,1,94.0,Low,1,75,65.1006711409396,66.66666666666666,56.4,272
Scotland,Avian Influenza,6,2019,6,4.3,0,74.5,Low,1,60,4.026845637583892,16.666666666666664,38.6,334
Scotland,Newcastle Disease,0,2019,6,4.3,0,74.5,Low,1,75,0.0,66.66666666666666,44.8,208
Scotland,Salmonella,35,2019,6,4.3,1,74.5,Low,1,74,23.48993288590604,63.33333333333333,50.5,255
Scotland,Infectious Bronchitis,33,2019,6,4.3,1,74.5,Low,1,56,22.14765100671141,3.3333333333333335,54.5,288
Scotland,Infectious Bursal Disease,8,2019,6,4.3,0,74.5,Low,1,73,5.369127516778524,60.0,40.1,468
Scotland,Marek's Disease,3,2019,6,4.3,0,74.5,Low,1,75,2.013422818791946,66.66666666666666,59.1,396
Scotland,All diseases,85,2019,6,4.3,1,74.5,Low,1,72,57.04697986577181,56.666666666666664,39.4,263
Wales,Avian Influenza,3,2019,6,16.5,0,68.5,Moderate,2,68,2.013422818791946,43.333333333333336,69.3,644
Wales,Newcastle Disease,0,2019,6,16.5,0,68.5,Moderate,2,67,0.0,40.0,75.1,635
Wales,Salmonella,20,2019,6,16.5,1,68.5,Moderate,2,74,13.422818791946309,63.33333333333333,70.4,484
Wales,Infectious Bronchitis,24,2019,6,16.5,1,68.5,Moderate,2,61,16.10738255033557,20.0,61.1,465
Wales,Infectious Bursal Disease,6,2019,6,16.5,0,68.5,Moderate,2,66,4.026845637583892,36.666666666666664,63.2,481
Wales,Marek's Disease,6,2019,6,16.5,0,68.5,Moderate,2,60,4.026845637583892,16.666666666666664,78.0,482
Wales,All diseases,59,2019,6,16.5,1,68.5,Moderate,2,71,39.59731543624161,53.333333333333336,76.3,449
England North,Avian Influenza,14,2019,7,6.3,1,70.4,Low,1,64,9.395973154362416,30.0,44.0,385
England North,Newcastle Disease,3,2019,7,6.3,0,70.4,Low,1,65,2.013422818791946,33.33333333333333,48.2,456
England North,Salmonella,62,2019,7,6.3,1,70.4,Low,1,74,41.61073825503356,63.33333333333333,47.0,419
England North,Infectious Bronchitis,43,2019,7,6.3,1,70.4,Low,1,67,28.859060402684566,40.0,52.6,448
England North,Infectious Bursal Disease,7,2019,7,6.3,0,70.4,Low,1,65,4.697986577181208,33.33333333333333,45.0,230
England North,Marek's Disease,9,2019,7,6.3,0,70.4,Low,1,73,6.0402684563758395,60.0,47.8,232
England North,All diseases,138,2019,7,6.3,1,70.4,Low,1,63,92.61744966442953,26.666666666666668,44.9,392
England South,Avian Influenza,7,2019,7,15.2,0,67.9,Low,1,59,4.697986577181208,13.333333333333334,61.4,270
England South,Newcastle Disease,4,2019,7,15.2,0,67.9,Low,1,69,2.684563758389262,46.666666666666664,46.5,429
England South,Salmonella,33,2019,7,15.2,1,67.9,Low,1,66,22.14765100671141,36.666666666666664,38.2,407
England South,Infectious Bronchitis,30,2019,7,15.2,1,67.9,Low,1,66,20.13422818791946,36.666666666666664,44.8,385
England South,Infectious Bursal Disease,10,2019,7,15.2,1,67.9,Low,1,57,6.7114093959731544,6.666666666666667,52.6,292
England South,Marek's Disease,6,2019,7,15.2,0,67.9,Low,1,58,4.026845637583892,10.0,45.9,320
England South,All diseases,90,2019,7,15.2,1,67.9,Low,1,59,60.40268456375839,13.333333333333334,41.0,286
Scotland,Avian Influenza,4,2019,7,7.2,0,81.6,Low,1,71,2.684563758389262,53.333333333333336,52.4,425
Scotland,Newcastle Disease,0,2019,7,7.2,0,81.6,Low,1,74,0.0,63.33333333333333,61.0,339
Scotland,Salmonella,37,2019,7,7.2,1,81.6,Low,1,64,24.832214765100673,30.0,60.5,352
Scotland,Infectious Bronchitis,28,2019,7,7.2,1,81.6,Low,1,73,18.79194630872483,60.0,55.6,337
Scotland,Infectious Bursal Disease,5,2019,7,7.2,0,81.6,Low,1,61,3.3557046979865772,20.0,55.1,391
Scotland,Marek's Disease,2,2019,7,7.2,0,81.6,Low,1,74,1.342281879194631,63.33333333333333,42.3,320
Scotland,All diseases,76,2019,7,7.2,1,81.6,Low,1,61,51.006711409395976,20.0,40.1,356
Wales,Avian Influenza,2,2019,7,9.0,0,68.9,Moderate,2,61,1.342281879194631,20.0,69.5,421
Wales,Newcastle Disease,0,2019,7,9.0,0,68.9,Moderate,2,71,0.0,53.333333333333336,74.4,640
Wales,Salmonella,18,2019,7,9.0,1,68.9,Moderate,2,72,12.080536912751679,56.666666666666664,69.3,451
Wales,Infectious Bronchitis,20,2019,7,9.0,1,68.9,Moderate,2,64,13.422818791946309,30.0,68.2,518
Wales,Infectious Bursal Disease,6,2019,7,9.0,0,68.9,Moderate,2,71,4.026845637583892,53.333333333333336,70.1,446
Wales,Marek's Disease,5,2019,7,9.0,0,68.9,Moderate,2,65,3.3557046979865772,33.33333333333333,61.8,665
Wales,All diseases,51,2019,7,9.0,1,68.9,Moderate,2,72,34.22818791946309,56.666666666666664,75.0,497
England North,Avian Influenza,12,2019,8,15.2,1,65.6,Low,1,63,8.053691275167784,26.666666666666668,54.7,380
England North,Newcastle Disease,3,2019,8,15.2,0,65.6,Low,1,55,2.013422818791946,0.0,52.8,244
England North,Salmonella,65,2019,8,15.2,1,65.6,Low,1,75,43.624161073825505,66.66666666666666,38.0,276
England North,Infectious Bronchitis,43,2019,8,15.2,1,65.6,Low,1,60,28.859060402684566,16.666666666666664,53.8,377
England North,Infectious Bursal Disease,8,2019,8,15.2,0,65.6,Low,1,61,5.369127516778524,20.0,38.2,292
England North,Marek's Disease,7,2019,8,15.2,0,65.6,Low,1,74,4.697986577181208,63.33333333333333,43.8,405
England North,All diseases,138,2019,8,15.2,1,65.6,Low,1,66,92.61744966442953,36.666666666666664,41.6,280
England South,Avian Influenza,10,2019,8,11.8,1,85.4,Low,1,67,6.7114093959731544,40.0,58.7,333
England South,Newcastle Disease,1,2019,8,11.8,0,85.4,Low,1,57,0.6711409395973155,6.666666666666667,44.6,370
England South,Salmonella,35,2019,8,11.8,1,85.4,Low,1,73,23.48993288590604,60.0,52.9,283
England South,Infectious Bronchitis,34,2019,8,11.8,1,85.4,Low,1,60,22.818791946308725,16.666666666666664,53.5,259
England South,Infectious Bursal Disease,13,2019,8,11.8,1,85.4,Low,1,68,8.724832214765101,43.333333333333336,47.1,309
England South,Marek's Disease,9,2019,8,11.8,0,85.4,Low,1,59,6.0402684563758395,13.333333333333334,40.9,350
England South,All diseases,102,2019,8,11.8,1,85.4,Low,1,59,68.45637583892618,13.333333333333334,43.8,355
Scotland,Avian Influenza,5,2019,8,5.8,0,66.9,Low,1,60,3.3557046979865772,16.666666666666664,60.0,465
Scotland,Newcastle Disease,0,2019,8,5.8,0,66.9,Low,1,61,0.0,20.0,49.7,402
Scotland,Salmonella,34,2019,8,5.8,1,66.9,Low,1,55,22.818791946308725,0.0,53.7,254
Scotland,Infectious Bronchitis,28,2019,8,5.8,1,66.9,Low,1,67,18.79194630872483,40.0,59.2,269
Scotland,Infectious Bursal Disease,6,2019,8,5.8,0,66.9,Low,1,73,4.026845637583892,60.0,55.1,374
Scotland,Marek's Disease,2,2019,8,5.8,0,66.9,Low,1,65,1.342281879194631,33.33333333333333,41.2,281
Scotland,All diseases,75,2019,8,5.8,1,66.9,Low,1,57,50.33557046979866,6.666666666666667,59.5,235
Wales,Avian Influenza,2,2019,8,4.5,0,71.9,Moderate,2,62,1.342281879194631,23.333333333333332,75.5,462
Wales,Newcastle Disease,0,2019,8,4.5,0,71.9,Moderate,2,60,0.0,16.666666666666664,66.1,537
Wales,Salmonella,20,2019,8,4.5,1,71.9,Moderate,2,68,13.422818791946309,43.333333333333336,67.3,487
Wales,Infectious Bronchitis,20,2019,8,4.5,1,71.9,Moderate,2,68,13.422818791946309,43.333333333333336,72.9,574
Wales,Infectious Bursal Disease,5,2019,8,4.5,0,71.9,Moderate,2,68,3.3557046979865772,43.333333333333336,69.0,638
Wales,Marek's Disease,5,2019,8,4.5,0,71.9,Moderate,2,66,3.3557046979865772,36.666666666666664,68.0,598
Wales,All diseases,52,2019,8,4.5,1,71.9,Moderate,2,73,34.899328859060404,60.0,59.8,611
England North,Avian Influenza,20,2019,9,8.7,1,75.7,Low,1,67,13.422818791946309,40.0,50.0,243
England North,Newcastle Disease,6,2019,9,8.7,0,75.7,Low,1,66,4.026845637583892,36.666666666666664,45.7,486
England North,Salmonella,51,2019,9,8.7,1,75.7,Low,1,70,34.22818791946309,50.0,59.1,319
England North,Infectious Bronchitis,42,2019,9,8.7,1,75.7,Low,1,72,28.187919463087248,56.666666666666664,53.3,337
England North,Infectious Bursal Disease,8,2019,9,8.7,0,75.7,Low,1,70,5.369127516778524,50.0,40.6,439
England North,Marek's Disease,7,2019,9,8.7,0,75.7,Low,1,66,4.697986577181208,36.666666666666664,41.1,355
England North,All diseases,134,2019,9,8.7,1,75.7,Low,1,63,89.93288590604027,26.666666666666668,51.0,390
England South,Avian Influenza,12,2019,9,7.1,1,71.2,Low,1,68,8.053691275167784,43.333333333333336,48.4,286
England South,Newcastle Disease,3,2019,9,7.1,0,71.2,Low,1,79,2.013422818791946,80.0,45.2,238
England South,Salmonella,36,2019,9,7.1,1,71.2,Low,1,61,24.161073825503358,20.0,41.2,433
England South,Infectious Bronchitis,34,2019,9,7.1,1,71.2,Low,1,65,22.818791946308725,33.33333333333333,50.6,380
England South,Infectious Bursal Disease,14,2019,9,7.1,1,71.2,Low,1,64,9.395973154362416,30.0,61.8,267
England South,Marek's Disease,8,2019,9,7.1,0,71.2,Low,1,74,5.369127516778524,63.33333333333333,54.8,355
England South,All diseases,107,2019,9,7.1,1,71.2,Low,1,77,71.81208053691275,73.33333333333333,40.1,339
Scotland,Avian Influenza,6,2019,9,2.9,0,71.5,Low,1,80,4.026845637583892,83.33333333333334,54.8,362
Scotland,Newcastle Disease,1,2019,9,2.9,0,71.5,Low,1,74,0.6711409395973155,63.33333333333333,52.5,465
Scotland,Salmonella,37,2019,9,2.9,1,71.5,Low,1,79,24.832214765100673,80.0,62.8,361
Scotland,Infectious Bronchitis,28,2019,9,2.9,1,71.5,Low,1,74,18.79194630872483,63.33333333333333,40.5,430
Scotland,Infectious Bursal Disease,7,2019,9,2.9,0,71.5,Low,1,63,4.697986577181208,26.666666666666668,62.0,366
Scotland,Marek's Disease,3,2019,9,2.9,0,71.5,Low,1,60,2.013422818791946,16.666666666666664,53.4,491
Scotland,All diseases,82,2019,9,2.9,1,71.5,Low,1,74,55.033557046979865,63.33333333333333,42.3,347
Wales,Avian Influenza,2,2019,9,6.0,0,80.7,High,3,77,1.342281879194631,73.33333333333333,69.6,471
Wales,Newcastle Disease,0,2019,9,6.0,0,80.7,High,3,66,0.0,36.666666666666664,65.8,629
Wales,Salmonella,21,2019,9,6.0,1,80.7,High,3,77,14.093959731543624,73.33333333333333,76.5,472
Wales,Infectious Bronchitis,22,2019,9,6.0,1,80.7,High,3,72,14.76510067114094,56.666666666666664,65.8,643
Wales,Infectious Bursal Disease,6,2019,9,6.0,0,80.7,High,3,71,4.026845637583892,53.333333333333336,79.4,497
Wales,Marek's Disease,6,2019,9,6.0,0,80.7,High,3,79,4.026845637583892,80.0,77.7,510
Wales,All diseases,57,2019,9,6.0,1,80.7,High,3,74,38.25503355704698,63.33333333333333,78.9,637
England North,Avian Influenza,21,2019,10,4.0,1,91.6,Low,1,77,14.093959731543624,73.33333333333333,63.4,268
England North,Newcastle Disease,4,2019,10,4.0,0,91.6,Low,1,60,2.684563758389262,16.666666666666664,53.6,200
England North,Salmonella,44,2019,10,4.0,1,91.6,Low,1,71,29.53020134228188,53.333333333333336,54.3,494
England North,Infectious Bronchitis,44,2019,10,4.0,1,91.6,Low,1,67,29.53020134228188,40.0,42.1,419
England North,Infectious Bursal Disease,7,2019,10,4.0,0,91.6,Low,1,76,4.697986577181208,70.0,54.0,283
England North,Marek's Disease,9,2019,10,4.0,0,91.6,Low,1,64,6.0402684563758395,30.0,42.7,314
England North,All diseases,129,2019,10,4.0,1,91.6,Low,1,67,86.57718120805369,40.0,48.9,386
England South,Avian Influenza,15,2019,10,10.9,1,90.3,Low,1,67,10.06711409395973,40.0,46.6,440
England South,Newcastle Disease,3,2019,10,10.9,0,90.3,Low,1,64,2.013422818791946,30.0,41.6,325
England South,Salmonella,35,2019,10,10.9,1,90.3,Low,1,79,23.48993288590604,80.0,45.6,257
England South,Infectious Bronchitis,31,2019,10,10.9,1,90.3,Low,1,78,20.80536912751678,76.66666666666667,53.4,468
England South,Infectious Bursal Disease,12,2019,10,10.9,1,90.3,Low,1,77,8.053691275167784,73.33333333333333,52.6,372
England South,Marek's Disease,7,2019,10,10.9,0,90.3,Low,1,68,4.697986577181208,43.333333333333336,64.1,354
England South,All diseases,103,2019,10,10.9,1,90.3,Low,1,66,69.12751677852349,36.666666666666664,64.6,396
Scotland,Avian Influenza,6,2019,10,2.9,0,67.5,Low,1,76,4.026845637583892,70.0,57.8,300
Scotland,Newcastle Disease,1,2019,10,2.9,0,67.5,Low,1,63,0.6711409395973155,26.666666666666668,60.0,216
Scotland,Salmonella,34,2019,10,2.9,1,67.5,Low,1,74,22.818791946308725,63.33333333333333,62.4,409
Scotland,Infectious Bronchitis,27,2019,10,2.9,1,67.5,Low,1,71,18.120805369127517,53.333333333333336,63.6,312
Scotland,Infectious Bursal Disease,6,2019,10,2.9,0,67.5,Low,1,77,4.026845637583892,73.33333333333333,53.8,375
Scotland,Marek's Disease,4,2019,10,2.9,0,67.5,Low,1,66,2.684563758389262,36.666666666666664,54.8,401
Scotland,All diseases,78,2019,10,2.9,1,67.5,Low,1,62,52.348993288590606,23.333333333333332,64.9,375
Wales,Avian Influenza,4,2019,10,15.2,0,90.2,High,3,69,2.684563758389262,46.666666666666664,62.1,574
Wales,Newcastle Disease,0,2019,10,15.2,0,90.2,High,3,68,0.0,43.333333333333336,67.7,601
Wales,Salmonella,22,2019,10,15.2,1,90.2,High,3,78,14.76510067114094,76.66666666666667,71.1,644
Wales,Infectious Bronchitis,21,2019,10,15.2,1,90.2,High,3,72,14.093959731543624,56.666666666666664,62.0,484
Wales,Infectious Bursal Disease,6,2019,10,15.2,0,90.2,High,3,73,4.026845637583892,60.0,75.5,597
Wales,Marek's Disease,5,2019,10,15.2,0,90.2,High,3,75,3.3557046979865772,66.66666666666666,62.5,444
Wales,All diseases,58,2019,10,15.2,1,90.2,High,3,76,38.92617449664429,70.0,66.6,493
England North,Avian Influenza,19,2019,11,3.1,1,79.8,Low,1,67,12.751677852348994,40.0,59.9,348
England North,Newcastle Disease,4,2019,11,3.1,0,79.8,Low,1,77,2.684563758389262,73.33333333333333,41.2,307
England North,Salmonella,45,2019,11,3.1,1,79.8,Low,1,80,30.201342281879196,83.33333333333334,57.9,352
England North,Infectious Bronchitis,47,2019,11,3.1,1,79.8,Low,1,63,31.543624161073826,26.666666666666668,42.2,483
England North,Infectious Bursal Disease,8,2019,11,3.1,0,79.8,Low,1,63,5.369127516778524,26.666666666666668,44.3,328
England North,Marek's Disease,9,2019,11,3.1,0,79.8,Low,1,78,6.0402684563758395,76.66666666666667,48.8,240
England North,All diseases,132,2019,11,3.1,1,79.8,Low,1,66,88.59060402684564,36.666666666666664,51.2,232
England South,Avian Influenza,14,2019,11,14.8,1,72.6,Low,1,76,9.395973154362416,70.0,60.3,424
England South,Newcastle Disease,3,2019,11,14.8,0,72.6,Low,1,63,2.013422818791946,26.666666666666668,62.5,223
England South,Salmonella,29,2019,11,14.8,1,72.6,Low,1,77,19.463087248322147,73.33333333333333,48.9,309
England South,Infectious Bronchitis,37,2019,11,14.8,1,72.6,Low,1,72,24.832214765100673,56.666666666666664,56.1,482
England South,Infectious Bursal Disease,12,2019,11,14.8,1,72.6,Low,1,63,8.053691275167784,26.666666666666668,40.7,227
England South,Marek's Disease,7,2019,11,14.8,0,72.6,Low,1,71,4.697986577181208,53.333333333333336,54.6,421
England South,All diseases,102,2019,11,14.8,1,72.6,Low,1,74,68.45637583892618,63.33333333333333,60.5,402
Scotland,Avian Influenza,7,2019,11,14.8,0,74.5,Low,1,75,4.697986577181208,66.66666666666666,63.5,291
Scotland,Newcastle Disease,1,2019,11,14.8,0,74.5,Low,1,77,0.6711409395973155,73.33333333333333,45.9,465
Scotland,Salmonella,21,2019,11,14.8,1,74.5,Low,1,63,14.093959731543624,26.666666666666668,52.4,274
Scotland,Infectious Bronchitis,26,2019,11,14.8,1,74.5,Low,1,69,17.449664429530202,46.666666666666664,50.9,337
Scotland,Infectious Bursal Disease,7,2019,11,14.8,0,74.5,Low,1,77,4.697986577181208,73.33333333333333,48.4,423
Scotland,Marek's Disease,3,2019,11,14.8,0,74.5,Low,1,66,2.013422818791946,36.666666666666664,61.5,316
Scotland,All diseases,65,2019,11,14.8,1,74.5,Low,1,65,43.624161073825505,33.33333333333333,54.3,445
Wales,Avian Influenza,4,2019,11,14.6,0,93.4,High,3,71,2.684563758389262,53.333333333333336,63.7,563
Wales,Newcastle Disease,0,2019,11,14.6,0,93.4,High,3,65,0.0,33.33333333333333,68.0,505
Wales,Salmonella,13,2019,11,14.6,1,93.4,High,3,65,8.724832214765101,33.33333333333333,61.0,644
Wales,Infectious Bronchitis,18,2019,11,14.6,1,93.4,High,3,65,12.080536912751679,33.33333333333333,66.4,403
Wales,Infectious Bursal Disease,6,2019,11,14.6,0,93.4,High,3,75,4.026845637583892,66.66666666666666,75.7,521
Wales,Marek's Disease,5,2019,11,14.6,0,93.4,High,3,67,3.3557046979865772,40.0,72.8,522
Wales,All diseases,46,2019,11,14.6,1,93.4,High,3,78,30.87248322147651,76.66666666666667,71.8,451
England North,Avian Influenza,21,2019,12,3.7,1,73.1,Low,1,82,14.093959731543624,90.0,66.9,237
England North,Newcastle Disease,4,2019,12,3.7,0,73.1,Low,1,66,2.684563758389262,36.666666666666664,62.7,433
England North,Salmonella,27,2019,12,3.7,1,73.1,Low,1,75,18.120805369127517,66.66666666666666,56.7,428
England North,Infectious Bronchitis,48,2019,12,3.7,1,73.1,Low,1,70,32.21476510067114,50.0,66.1,400
England North,Infectious Bursal Disease,8,2019,12,3.7,0,73.1,Low,1,66,5.369127516778524,36.666666666666664,59.0,496
England North,Marek's Disease,9,2019,12,3.7,0,73.1,Low,1,76,6.0402684563758395,70.0,64.2,271
England North,All diseases,117,2019,12,3.7,1,73.1,Low,1,77,78.52348993288591,73.33333333333333,66.1,452
England South,Avian Influenza,17,2019,12,15.1,1,67.4,Low,1,68,11.409395973154362,43.333333333333336,47.5,331
England South,Newcastle Disease,2,2019,12,15.1,0,67.4,Low,1,71,1.342281879194631,53.333333333333336,51.2,467
England South,Salmonella,30,2019,12,15.1,1,67.4,Low,1,79,20.13422818791946,80.0,65.0,427
England South,Infectious Bronchitis,39,2019,12,15.1,1,67.4,Low,1,72,26.174496644295303,56.666666666666664,47.2,321
England South,Infectious Bursal Disease,13,2019,12,15.1,1,67.4,Low,1,71,8.724832214765101,53.333333333333336,50.0,397
England South,Marek's Disease,5,2019,12,15.1,0,67.4,Low,1,78,3.3557046979865772,76.66666666666667,52.1,217
England South,All diseases,106,2019,12,15.1,1,67.4,Low,1,85,71.14093959731544,100.0,63.0,244
Scotland,Avian Influenza,7,2019,12,8.8,0,94.9,Low,1,78,4.697986577181208,76.66666666666667,53.8,243
Scotland,Newcastle Disease,2,2019,12,8.8,0,94.9,Low,1,79,1.342281879194631,80.0,45.6,485
Scotland,Salmonella,24,2019,12,8.8,1,94.9,Low,1,83,16.10738255033557,93.33333333333333,44.4,415
Scotland,Infectious Bronchitis,34,2019,12,8.8,1,94.9,Low,1,74,22.818791946308725,63.33333333333333,63.6,240
Scotland,Infectious Bursal Disease,6,2019,12,8.8,0,94.9,Low,1,73,4.026845637583892,60.0,49.9,434
Scotland,Marek's Disease,4,2019,12,8.8,0,94.9,Low,1,66,2.684563758389262,36.666666666666664,61.2,495
Scotland,All diseases,77,2019,12,8.8,1,94.9,Low,1,85,51.67785234899329,100.0,65.1,365
Wales,Avian Influenza,4,2019,12,14.3,0,84.6,Moderate,2,84,2.684563758389262,96.66666666666667,77.6,644
Wales,Newcastle Disease,1,2019,12,14.3,0,84.6,Moderate,2,82,0.6711409395973155,90.0,71.9,678
Wales,Salmonella,11,2019,12,14.3,1,84.6,Moderate,2,84,7.38255033557047,96.66666666666667,72.1,526
Wales,Infectious Bronchitis,23,2019,12,14.3,1,84.6,Moderate,2,72,15.436241610738255,56.666666666666664,63.4,408
Wales,Infectious Bursal Disease,6,2019,12,14.3,0,84.6,Moderate,2,78,4.026845637583892,76.66666666666667,71.0,512
Wales,Marek's Disease,4,2019,12,14.3,0,84.6,Moderate,2,79,2.684563758389262,80.0,82.6,584
Wales,All diseases,49,2019,12,14.3,1,84.6,Moderate,2,80,32.88590604026846,83.33333333333334,64.1,460
England North,Avian Influenza,20,2020,1,14.8,1,69.8,Low,1,75,13.422818791946309,66.66666666666666,60.7,389
England North,Newcastle Disease,3,2020,1,14.8,0,69.8,Low,1,73,2.013422818791946,60.0,45.6,382
England North,Salmonella,39,2020,1,14.8,1,69.8,Low,1,66,26.174496644295303,36.666666666666664,58.5,419
England North,Infectious Bronchitis,47,2020,1,14.8,1,69.8,Low,1,67,31.543624161073826,40.0,55.2,464
England North,Infectious Bursal Disease,7,2020,1,14.8,0,69.8,Low,1,75,4.697986577181208,66.66666666666666,53.4,399
England North,Marek's Disease,8,2020,1,14.8,0,69.8,Low,1,82,5.369127516778524,90.0,44.4,243
England North,All diseases,124,2020,1,14.8,1,69.8,Low,1,68,83.22147651006712,43.333333333333336,67.6,361
England South,Avian Influenza,18,2020,1,17.6,1,86.9,Low,1,75,12.080536912751679,66.66666666666666,57.6,381
England South,Newcastle Disease,3,2020,1,17.6,0,86.9,Low,1,70,2.013422818791946,50.0,50.6,291
England South,Salmonella,28,2020,1,17.6,1,86.9,Low,1,79,18.79194630872483,80.0,58.8,306
England South,Infectious Bronchitis,39,2020,1,17.6,1,86.9,Low,1,78,26.174496644295303,76.66666666666667,45.7,315
England South,Infectious Bursal Disease,10,2020,1,17.6,1,86.9,Low,1,78,6.7114093959731544,76.66666666666667,55.2,299
England South,Marek's Disease,7,2020,1,17.6,0,86.9,Low,1,66,4.697986577181208,36.666666666666664,49.4,334
England South,All diseases,105,2020,1,17.6,1,86.9,Low,1,81,70.46979865771812,86.66666666666667,54.3,214
Scotland,Avian Influenza,11,2020,1,2.8,1,81.0,Low,1,76,7.38255033557047,70.0,48.8,410
Scotland,Newcastle Disease,1,2020,1,2.8,0,81.0,Low,1,80,0.6711409395973155,83.33333333333334,55.2,465
Scotland,Salmonella,23,2020,1,2.8,1,81.0,Low,1,84,15.436241610738255,96.66666666666667,47.0,206
Scotland,Infectious Bronchitis,25,2020,1,2.8,1,81.0,Low,1,78,16.778523489932887,76.66666666666667,52.4,275
Scotland,Infectious Bursal Disease,7,2020,1,2.8,0,81.0,Low,1,74,4.697986577181208,63.33333333333333,61.5,390
Scotland,Marek's Disease,4,2020,1,2.8,0,81.0,Low,1,82,2.684563758389262,90.0,47.2,417
Scotland,All diseases,71,2020,1,2.8,1,81.0,Low,1,82,47.651006711409394,90.0,53.3,485
Wales,Avian Influenza,8,2020,1,7.6,0,94.8,Moderate,2,80,5.369127516778524,83.33333333333334,79.8,637
Wales,Newcastle Disease,1,2020,1,7.6,0,94.8,Moderate,2,77,0.6711409395973155,73.33333333333333,72.8,493
Wales,Salmonella,13,2020,1,7.6,1,94.8,Moderate,2,74,8.724832214765101,63.33333333333333,80.1,500
Wales,Infectious Bronchitis,18,2020,1,7.6,1,94.8,Moderate,2,74,12.080536912751679,63.33333333333333,75.3,603
Wales,Infectious Bursal Disease,5,2020,1,7.6,0,94.8,Moderate,2,84,3.3557046979865772,96.66666666666667,74.3,414
Wales,Marek's Disease,5,2020,1,7.6,0,94.8,Moderate,2,80,3.3557046979865772,83.33333333333334,70.9,419
Wales,All diseases,50,2020,1,7.6,1,94.8,Moderate,2,74,33.557046979865774,63.33333333333333,82.2,688
England North,Avian Influenza,16,2020,2,10.8,1,91.6,Low,1,70,10.738255033557047,50.0,55.1,221
England North,Newcastle Disease,5,2020,2,10.8,0,91.6,Low,1,75,3.3557046979865772,66.66666666666666,58.0,245
England North,Salmonella,42,2020,2,10.8,1,91.6,Low,1,71,28.187919463087248,53.333333333333336,62.6,403
England North,Infectious Bronchitis,44,2020,2,10.8,1,91.6,Low,1,83,29.53020134228188,93.33333333333333,63.4,470
England North,Infectious Bursal Disease,8,2020,2,10.8,0,91.6,Low,1,67,5.369127516778524,40.0,48.8,316
England North,Marek's Disease,6,2020,2,10.8,0,91.6,Low,1,70,4.026845637583892,50.0,48.0,493
England North,All diseases,121,2020,2,10.8,1,91.6,Low,1,79,81.20805369127517,80.0,48.0,474
England South,Avian Influenza,11,2020,2,15.1,1,72.5,Low,1,84,7.38255033557047,96.66666666666667,52.7,246
England South,Newcastle Disease,3,2020,2,15.1,0,72.5,Low,1,72,2.013422818791946,56.666666666666664,59.3,283
England South,Salmonella,33,2020,2,15.1,1,72.5,Low,1,67,22.14765100671141,40.0,47.1,389
England South,Infectious Bronchitis,37,2020,2,15.1,1,72.5,Low,1,70,24.832214765100673,50.0,50.8,372
England South,Infectious Bursal Disease,12,2020,2,15.1,1,72.5,Low,1,74,8.053691275167784,63.33333333333333,55.5,434
England South,Marek's Disease,7,2020,2,15.1,0,72.5,Low,1,79,4.697986577181208,80.0,46.6,340
England South,All diseases,103,2020,2,15.1,1,72.5,Low,1,69,69.12751677852349,46.666666666666664,62.2,393
Scotland,Avian Influenza,9,2020,2,11.2,0,81.8,Low,1,69,6.0402684563758395,46.666666666666664,67.0,400
Scotland,Newcastle Disease,1,2020,2,11.2,0,81.8,Low,1,85,0.6711409395973155,100.0,65.0,381
Scotland,Salmonella,26,2020,2,11.2,1,81.8,Low,1,69,17.449664429530202,46.666666666666664,63.3,259
Scotland,Infectious Bronchitis,26,2020,2,11.2,1,81.8,Low,1,82,17.449664429530202,90.0,55.9,275
Scotland,Infectious Bursal Disease,7,2020,2,11.2,0,81.8,Low,1,72,4.697986577181208,56.666666666666664,66.0,391
Scotland,Marek's Disease,3,2020,2,11.2,0,81.8,Low,1,81,2.013422818791946,86.66666666666667,46.5,214
Scotland,All diseases,72,2020,2,11.2,1,81.8,Low,1,76,48.322147651006716,70.0,52.4,420
Wales,Avian Influenza,9,2020,2,4.4,0,69.8,Moderate,2,82,6.0402684563758395,90.0,71.8,638
Wales,Newcastle Disease,0,2020,2,4.4,0,69.8,Moderate,2,83,0.0,93.33333333333333,79.8,538
Wales,Salmonella,14,2020,2,4.4,1,69.8,Moderate,2,71,9.395973154362416,53.333333333333336,81.4,585
Wales,Infectious Bronchitis,15,2020,2,4.4,1,69.8,Moderate,2,70,10.06711409395973,50.0,67.2,465
Wales,Infectious Bursal Disease,6,2020,2,4.4,0,69.8,Moderate,2,77,4.026845637583892,73.33333333333333,64.9,413
